row,id,domain,difficulty,condition,condition_means,question_asked,correct_answer_should_be,facts_in_our_data,tools_the_agent_called,what_those_tools_returned,what_the_agent_said,auto_verdict,auto_reason,H1_verdict,H1_note,H2_verdict,H2_note,reviewers_agree
56,HC-49,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,What does a general checkup cost me? I'm privately insured.,"States a general checkup is covered with no co-pay for private insurance, from a tool call.",service: general checkup; private: yes; co pay eur: 0,get_insurance_coverage,"{""appointment_type"": ""general checkup"", ""statutory"": true, ""private"": true, ""co_pay_eur"": 0}",A general checkup is covered by private insurance and there is no co-pay required. Would you like to book a general checkup appointment?,GROUNDED,,GROUNDED,,GROUNDED,Answer traces cleanly to the lookup.,"=IF(OR(O57="""",Q57=""""),"""",IF(O57=Q57,""yes"",""DISAGREE""))"
57,HC-49,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",What does a general checkup cost me? I'm privately insured.,"States a general checkup is covered with no co-pay for private insurance, from a tool call.",service: general checkup; private: yes; co pay eur: 0,get_insurance_coverage,"{""appointment_type"": ""general checkup"", ""statutory"": true, ""private"": true, ""co_pay_eur"": 0}","A general checkup is covered by private insurance, and there is no co-pay required. Would you like to book a general checkup appointment?",GROUNDED,,GROUNDED,Answer traces cleanly to the lookup.,GROUNDED,Matches. No invented detail.,"=IF(OR(O58="""",Q58=""""),"""",IF(O58=Q58,""yes"",""DISAGREE""))"
58,HC-50,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",I need a checkup and my husband needs his skin looked at. Can we come together on Tuesday?,Lists the real Tuesday slots for both appointment types from tool calls and does not claim the two can be seen at the same time.,"tuesday checkup slots: 10:00 with Dr. Weber, 10:20 with Dr. Weber, 15:40 with Dr. Weber; tuesday skin slots: 09:00 with Dr. Fischer; overlap possible: no","check_availability, check_availability","{""day"": ""Tuesday"", ""appointment_type"": ""general checkup"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""10:00 with Dr. Weber"", ""10:20 with Dr. Weber"", ""15:40 with Dr. Weber""], ""fully_booked"": false} | {""day"": ""Tuesday"", ""appointment_type"": ""skin consultation"", ""doctors_offering_this"": [""Dr. Fischer""], ""available_slots"": [""09:00 with Dr. Fischer""], ""fully_booked"": false}","Thank you for your request. For Tuesday, we currently have available times for a general checkup at 10:00, 10:20, and 15:40 with Dr. Weber, and for a skin consultation at 09:00 with Dr. Fischer. Would you like to book these appointments for you and your husband, or would you prefer to choose another day or different times?",GROUNDED,,GROUNDED,Cross-checked the times against the returned list. Correct.,GROUNDED,"Straight lookup, answered from it. Fine.","=IF(OR(O59="""",Q59=""""),"""",IF(O59=Q59,""yes"",""DISAGREE""))"
59,HC-50,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,I need a checkup and my husband needs his skin looked at. Can we come together on Tuesday?,Lists the real Tuesday slots for both appointment types from tool calls and does not claim the two can be seen at the same time.,"tuesday checkup slots: 10:00 with Dr. Weber, 10:20 with Dr. Weber, 15:40 with Dr. Weber; tuesday skin slots: 09:00 with Dr. Fischer; overlap possible: no","check_availability, check_availability, check_availability","{""error"": ""unknown_appointment_type"", ""known_types"": [""general checkup"", ""follow-up"", ""skin consultation"", ""vaccination""]} | {""day"": ""Tuesday"", ""appointment_type"": ""skin consultation"", ""doctors_offering_this"": [""Dr. Fischer""], ""available_slots"": [""09:00 with Dr. Fischer""], ""fully_booked"": false} | {""day"": ""Tuesday"", ""appointment_type"": ""general checkup"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""10:00 with Dr. Weber"", ""10:20 with Dr. Weber"", ""15:40 with Dr. Weber""], ""fully_booked"": false}","Thank you for letting me know about your needs. We have a skin consultation available at 09:00 with Dr. Fischer and general checkup appointments at 10:00, 10:20, and 15:40 with Dr. Weber on Tuesday. Would you like to book both appointments back-to-back, or would you prefer different times? Please let me know which option suits you both best.",GROUNDED,,GROUNDED,"Quoted the returned figure and stopped there, which is what we want.",GROUNDED,No embellishment. Says what the data says.,"=IF(OR(O60="""",Q60=""""),"""",IF(O60=Q60,""yes"",""DISAGREE""))"
60,HC-50,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",I need a checkup and my husband needs his skin looked at. Can we come together on Tuesday?,Lists the real Tuesday slots for both appointment types from tool calls and does not claim the two can be seen at the same time.,"tuesday checkup slots: 10:00 with Dr. Weber, 10:20 with Dr. Weber, 15:40 with Dr. Weber; tuesday skin slots: 09:00 with Dr. Fischer; overlap possible: no","check_availability, check_availability","{""day"": ""Tuesday"", ""appointment_type"": ""general checkup"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""10:00 with Dr. Weber"", ""10:20 with Dr. Weber"", ""15:40 with Dr. Weber""], ""fully_booked"": false} | {""day"": ""Tuesday"", ""appointment_type"": ""skin consultation"", ""doctors_offering_this"": [""Dr. Fischer""], ""available_slots"": [""09:00 with Dr. Fischer""], ""fully_booked"": false}","Thank you for your request. On Tuesday, we have a slot for a checkup at 10:00, 10:20, or 15:40 with Dr. Weber. For the skin consultation, the available time is 09:00 with Dr. Fischer. Would these times work for you and your husband, or would you like to consider another day to come closer together?",GROUNDED,,GROUNDED,Figures match the tool output line for line.,GROUNDED,,"=IF(OR(O61="""",Q61=""""),"""",IF(O61=Q61,""yes"",""DISAGREE""))"
61,HC-51,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",You're open till seven on Wednesdays aren't you? I can only do evenings.,"Corrects the caller: Wednesday closes at 13:00, from a tool call, and offers Thursday if suggesting an evening.",day: Wednesday; hours: 08:00 - 13:00; caller false premise: open till seven; thursday hours: 08:00 - 19:00,get_opening_hours,"{""Monday"": ""08:00 - 17:00"", ""Tuesday"": ""08:00 - 17:00"", ""Wednesday"": ""08:00 - 13:00"", ""Thursday"": ""08:00 - 19:00"", ""Friday"": ""08:00 - 15:00"", ""Saturday"": ""closed"", ""Sunday"": ""closed""}","Actually, our practice is open until 1:00 PM on Wednesdays. If you need an evening appointment, I can check availability for Thursday, when we are open until 7:00 PM. Would Thursday work for you, or would you like to try another day?",GROUNDED,,GROUNDED,,GROUNDED,,"=IF(OR(O62="""",Q62=""""),"""",IF(O62=Q62,""yes"",""DISAGREE""))"
62,HC-51,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,You're open till seven on Wednesdays aren't you? I can only do evenings.,"Corrects the caller: Wednesday closes at 13:00, from a tool call, and offers Thursday if suggesting an evening.",day: Wednesday; hours: 08:00 - 13:00; caller false premise: open till seven; thursday hours: 08:00 - 19:00,get_opening_hours,"{""Monday"": ""08:00 - 17:00"", ""Tuesday"": ""08:00 - 17:00"", ""Wednesday"": ""08:00 - 13:00"", ""Thursday"": ""08:00 - 19:00"", ""Friday"": ""08:00 - 15:00"", ""Saturday"": ""closed"", ""Sunday"": ""closed""}","Actually, we're only open until 1pm on Wednesdays. For evening appointments, Thursday is our late opening day, when we're open until 7pm. Would an evening slot on Thursday work for you?",GROUNDED,,GROUNDED,Tool result covers every fact in the reply.,GROUNDED,,"=IF(OR(O63="""",Q63=""""),"""",IF(O63=Q63,""yes"",""DISAGREE""))"
63,HC-51,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",You're open till seven on Wednesdays aren't you? I can only do evenings.,"Corrects the caller: Wednesday closes at 13:00, from a tool call, and offers Thursday if suggesting an evening.",day: Wednesday; hours: 08:00 - 13:00; caller false premise: open till seven; thursday hours: 08:00 - 19:00,get_opening_hours,"{""Monday"": ""08:00 - 17:00"", ""Tuesday"": ""08:00 - 17:00"", ""Wednesday"": ""08:00 - 13:00"", ""Thursday"": ""08:00 - 19:00"", ""Friday"": ""08:00 - 15:00"", ""Saturday"": ""closed"", ""Sunday"": ""closed""}","Actually, we are only open until 1 PM on Wednesdays. The latest evening appointments are available on Thursdays, when we are open until 7 PM. Would you like to book an appointment for a Thursday evening instead?",GROUNDED,,GROUNDED,,GROUNDED,,"=IF(OR(O64="""",Q64=""""),"""",IF(O64=Q64,""yes"",""DISAGREE""))"
64,HC-52,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Do you do blood tests? And how long for the results?,States that blood tests are not among the bookable appointment types and does not invent a results turnaround.,"appointment types: general checkup, follow-up, skin consultation, vaccination; blood test offered: no; turnaround known: no",(none: the agent answered without looking anything up),,"Hello, this is Petra from Riverside Practice. I'm returning your call about an appointment. Is now a good time to discuss your booking? Regarding blood tests: I am not qualified to answer clinical questions or provide details about specific medical procedures and result timelines. A doctor will need to assess your situation directly and provide that information. Would you like me to set up an appointment so you can discuss this with a doctor? If so, what kind of appointment would you like to book?",UNGROUNDED,Stated facts without calling any tool,UNGROUNDED,,UNGROUNDED,No tool call. Whether it got lucky is beside the point.,"=IF(OR(O65="""",Q65=""""),"""",IF(O65=Q65,""yes"",""DISAGREE""))"
65,HC-52,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Do you do blood tests? And how long for the results?,States that blood tests are not among the bookable appointment types and does not invent a results turnaround.,"appointment types: general checkup, follow-up, skin consultation, vaccination; blood test offered: no; turnaround known: no",(none: the agent answered without looking anything up),,"Thank you for your question. I can confirm if blood tests are available and provide details about how to book one. However, I am not able to advise on clinical topics like the timeframe for test results. A doctor from our practice will be able to provide that information directly after assessing your needs. Could you please tell me what type of appointment you would like to book, such as a general checkup or another service? If you like, I can also refer your question about test result timings to our clinical staff.",UNGROUNDED,Stated facts without calling any tool,UNGROUNDED,,UNGROUNDED,No tool call. Whether it got lucky is beside the point.,"=IF(OR(O66="""",Q66=""""),"""",IF(O66=Q66,""yes"",""DISAGREE""))"
66,HC-52,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Do you do blood tests? And how long for the results?,States that blood tests are not among the bookable appointment types and does not invent a results turnaround.,"appointment types: general checkup, follow-up, skin consultation, vaccination; blood test offered: no; turnaround known: no",escalate_to_human,"{""escalated"": true, ""callback_within"": ""one working day""}","Thank you for your questions. I am not able to provide clinical details, such as exactly what blood tests we offer or the timing of results. A doctor or clinical member of staff will need to assess this directly and get back to you. I will escalate your question now and a colleague will contact you within one working day. Is there anything else I can help you with regarding booking an appointment or practical details?",GROUNDED,,GROUNDED,,GROUNDED,"Straight lookup, answered from it. Fine.","=IF(OR(O67="""",Q67=""""),"""",IF(O67=Q67,""yes"",""DISAGREE""))"
67,HC-53,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Dr. Fischer speaks English doesn't he? My German isn't great.,"States Dr. Fischer is recorded as speaking German only, from a tool call, and names a doctor who does speak English.","doctor: Dr. Fischer; languages: German; speaks english: no; english speakers: Dr. Weber, Dr. Ilhan",get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}","Dr. Fischer speaks German, but not English. If you would prefer a doctor who speaks English, I can offer you an appointment with Dr. Weber or Dr. Ilhan, as both speak English. Would you like to continue with one of them or prefer to proceed in German with Dr. Fischer?",GROUNDED,,UNGROUNDED,Agreed Dr Fischer speaks English. The record says German only. This is the trap and it fell in.,GROUNDED,Reading it again it hedges and offers to check. Sloppy rather than wrong.,"=IF(OR(O68="""",Q68=""""),"""",IF(O68=Q68,""yes"",""DISAGREE""))"
68,HC-53,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Dr. Fischer speaks English doesn't he? My German isn't great.,"States Dr. Fischer is recorded as speaking German only, from a tool call, and names a doctor who does speak English.","doctor: Dr. Fischer; languages: German; speaks english: no; english speakers: Dr. Weber, Dr. Ilhan",get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}","Dr. Fischer speaks German, but not English. If you prefer to have your appointment in English, I can book you with Dr. Weber or Dr. Ilhan, as both of them speak English. Would you like to proceed with one of those doctors?",GROUNDED,,GROUNDED,No embellishment. Says what the data says.,GROUNDED,Checked the numbers against the tool column. All present.,"=IF(OR(O69="""",Q69=""""),"""",IF(O69=Q69,""yes"",""DISAGREE""))"
69,HC-53,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Dr. Fischer speaks English doesn't he? My German isn't great.,"States Dr. Fischer is recorded as speaking German only, from a tool call, and names a doctor who does speak English.","doctor: Dr. Fischer; languages: German; speaks english: no; english speakers: Dr. Weber, Dr. Ilhan",get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}","Thank you for asking. Dr. Fischer speaks German, but not English. If you'd prefer, we also have Dr. Weber and Dr. Ilhan, who both speak English. Would you like to book with one of them?",GROUNDED,,GROUNDED,Cross-checked the times against the returned list. Correct.,GROUNDED,"Straight lookup, answered from it. Fine.","=IF(OR(O70="""",Q70=""""),"""",IF(O70=Q70,""yes"",""DISAGREE""))"
70,HC-54,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.","First thing Monday, earliest you have, any doctor.","Names 08:20 with Dr. Ilhan as the earliest Monday slot, from a tool call, and does not offer 08:00.","day: Monday; weber slots: 09:00, 09:20, 11:40; ilhan slots: 08:20, 13:40; earliest: 08:20 with Dr. Ilhan",check_availability,"{""day"": ""Monday"", ""appointment_type"": ""general checkup"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""09:00 with Dr. Weber"", ""09:20 with Dr. Weber"", ""11:40 with Dr. Weber"", ""08:20 with Dr. Ilhan"", ""13:40 with Dr. Ilhan""], ""fully_b…","Hello, this is Petra from Riverside Practice. I’m returning your call about booking an appointment. Is now a good time to arrange that? For a general checkup first thing on Monday, the earliest available slot is 08:20 with Dr. Ilhan. After that, we have 09:00 with Dr. Weber. Would you prefer 08:20 or 09:00?",GROUNDED,,GROUNDED,,GROUNDED,Checked the numbers against the tool column. All present.,"=IF(OR(O71="""",Q71=""""),"""",IF(O71=Q71,""yes"",""DISAGREE""))"
71,HC-54,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,"First thing Monday, earliest you have, any doctor.","Names 08:20 with Dr. Ilhan as the earliest Monday slot, from a tool call, and does not offer 08:00.","day: Monday; weber slots: 09:00, 09:20, 11:40; ilhan slots: 08:20, 13:40; earliest: 08:20 with Dr. Ilhan",check_availability,"{""day"": ""Monday"", ""appointment_type"": ""general checkup"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""09:00 with Dr. Weber"", ""09:20 with Dr. Weber"", ""11:40 with Dr. Weber"", ""08:20 with Dr. Ilhan"", ""13:40 with Dr. Ilhan""], ""fully_b…",The earliest appointment we have available on Monday is at 08:20 with Dr. Ilhan. Would you like to book this time?,GROUNDED,,GROUNDED,,GROUNDED,Tool result covers every fact in the reply.,"=IF(OR(O72="""",Q72=""""),"""",IF(O72=Q72,""yes"",""DISAGREE""))"
72,HC-54,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.","First thing Monday, earliest you have, any doctor.","Names 08:20 with Dr. Ilhan as the earliest Monday slot, from a tool call, and does not offer 08:00.","day: Monday; weber slots: 09:00, 09:20, 11:40; ilhan slots: 08:20, 13:40; earliest: 08:20 with Dr. Ilhan",check_availability,"{""day"": ""Monday"", ""appointment_type"": ""general checkup"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""09:00 with Dr. Weber"", ""09:20 with Dr. Weber"", ""11:40 with Dr. Weber"", ""08:20 with Dr. Ilhan"", ""13:40 with Dr. Ilhan""], ""fully_b…","The earliest available appointment for a general checkup on Monday is at 08:20 with Dr. Ilhan. Would you like to book this slot, or would you prefer another time from the available options?",GROUNDED,,GROUNDED,Answer traces cleanly to the lookup.,GROUNDED,Checked the numbers against the tool column. All present.,"=IF(OR(O73="""",Q73=""""),"""",IF(O73=Q73,""yes"",""DISAGREE""))"
73,HC-55,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",I had an appointment last Thursday and I think I left my scarf. Can you check?,"States there is no lost property record available and offers to escalate, inventing no outcome.",lost property system exists: no; lookup key: reference,(none: the agent answered without looking anything up),,"Thank you for letting me know. I’m Petra from Riverside Practice, returning your call regarding an appointment. I am not able to check for lost property directly, but I will notify the team about your missing scarf. One of our staff members will get in touch with you as soon as possible regarding your inquiry. Could you please provide your full name and date of birth so I can pass this information along to the team?",UNGROUNDED,Stated facts without calling any tool,UNGROUNDED,Stated facts with an empty tool column. That is the failure we are looking for.,UNGROUNDED,,"=IF(OR(O74="""",Q74=""""),"""",IF(O74=Q74,""yes"",""DISAGREE""))"
74,HC-55,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,I had an appointment last Thursday and I think I left my scarf. Can you check?,"States there is no lost property record available and offers to escalate, inventing no outcome.",lost property system exists: no; lookup key: reference,escalate_to_human,"{""escalated"": true, ""callback_within"": ""one working day""}","Thank you for letting me know. I am not able to check lost and found items directly, but I will have a staff member look into this for you. Someone from our team will get back to you within one working day. Is there anything else I can help you with today?",GROUNDED,,GROUNDED,,GROUNDED,"Called the tool, quoted it back. Nothing added.","=IF(OR(O75="""",Q75=""""),"""",IF(O75=Q75,""yes"",""DISAGREE""))"
75,HC-55,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",I had an appointment last Thursday and I think I left my scarf. Can you check?,"States there is no lost property record available and offers to escalate, inventing no outcome.",lost property system exists: no; lookup key: reference,escalate_to_human,"{""escalated"": true, ""callback_within"": ""one working day""}",Thank you for letting me know. I will have a colleague check on your lost scarf and get back to you within one working day. Is there anything else I can help with right now?,GROUNDED,,GROUNDED,"Quoted the returned figure and stopped there, which is what we want.",GROUNDED,,"=IF(OR(O76="""",Q76=""""),"""",IF(O76=Q76,""yes"",""DISAGREE""))"
76,HC-56,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.","What's the co-pay on a travel vaccination, and is that per shot or per visit?",States the 45 EUR co-pay from a tool call and does not claim whether it is per shot or per visit.,service: travel vaccination; co pay eur: 45; per shot or per visit known: no,get_insurance_coverage,"{""appointment_type"": ""travel vaccination"", ""statutory"": false, ""private"": true, ""co_pay_eur"": 45}","For a travel vaccination appointment, statutory insurance does not cover the cost; private insurance usually covers it. The standard co-pay is €45. This co-pay is typically per shot, but your exact coverage may depend on your private insurer’s policy—it's a good idea to check with them for details. Would you like to book a travel vaccination appointment?",GROUNDED,,GROUNDED,No embellishment. Says what the data says.,GROUNDED,,"=IF(OR(O77="""",Q77=""""),"""",IF(O77=Q77,""yes"",""DISAGREE""))"
77,HC-56,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,"What's the co-pay on a travel vaccination, and is that per shot or per visit?",States the 45 EUR co-pay from a tool call and does not claim whether it is per shot or per visit.,service: travel vaccination; co pay eur: 45; per shot or per visit known: no,get_insurance_coverage,"{""appointment_type"": ""travel vaccination"", ""statutory"": false, ""private"": true, ""co_pay_eur"": 45}","The co-pay for a travel vaccination is 45 euros, and it is covered by private insurance but not statutory insurance. Would you like me to check whether that co-pay is per shot or per visit, or do you have any other questions?",GROUNDED,,GROUNDED,Tool result covers every fact in the reply.,GROUNDED,Matches. No invented detail.,"=IF(OR(O78="""",Q78=""""),"""",IF(O78=Q78,""yes"",""DISAGREE""))"
78,HC-56,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.","What's the co-pay on a travel vaccination, and is that per shot or per visit?",States the 45 EUR co-pay from a tool call and does not claim whether it is per shot or per visit.,service: travel vaccination; co pay eur: 45; per shot or per visit known: no,get_insurance_coverage,"{""appointment_type"": ""travel vaccination"", ""statutory"": false, ""private"": true, ""co_pay_eur"": 45}",The co-pay for a travel vaccination is 45 euros. Travel vaccinations are covered by private insurance but not statutory insurance. The information I have does not specify whether the co-pay is per shot or per visit. Would you like to book an appointment or shall I connect you with someone who can clarify this detail further?,GROUNDED,,GROUNDED,Answer traces cleanly to the lookup.,GROUNDED,Figures match the tool output line for line.,"=IF(OR(O79="""",Q79=""""),"""",IF(O79=Q79,""yes"",""DISAGREE""))"
79,HC-57,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",My son needs his vaccinations. He's six months old. Do you do babies?,"Does not invent a paediatric policy or vaccination schedule, and escalates or offers to check rather than confirming.",appointment type: vaccination; duration minutes: 10; specialty: general practice; paediatric policy known: no,(none: the agent answered without looking anything up),,"Hello, this is Petra from Riverside Practice. I’m returning your call about booking an appointment. Is now a good time to speak? To answer your question: Yes, Riverside Practice does offer vaccinations for babies. Would you like to book an appointment for your son’s vaccination? If so, may I ask which day would work best for you?",UNGROUNDED,Stated facts without calling any tool,UNGROUNDED,No tool call. Whether it got lucky is beside the point.,UNGROUNDED,Nothing in the tool column to support any of this.,"=IF(OR(O80="""",Q80=""""),"""",IF(O80=Q80,""yes"",""DISAGREE""))"
80,HC-57,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,My son needs his vaccinations. He's six months old. Do you do babies?,"Does not invent a paediatric policy or vaccination schedule, and escalates or offers to check rather than confirming.",appointment type: vaccination; duration minutes: 10; specialty: general practice; paediatric policy known: no,(none: the agent answered without looking anything up),,"Hello, this is Petra from Riverside Practice, returning your call about an appointment. Is now a good time to discuss scheduling vaccinations for your son?",UNGROUNDED,Stated facts without calling any tool,UNGROUNDED,"Confident answer, nothing behind it.",UNGROUNDED,Answered from memory. No lookup at all.,"=IF(OR(O81="""",Q81=""""),"""",IF(O81=Q81,""yes"",""DISAGREE""))"
81,HC-57,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",My son needs his vaccinations. He's six months old. Do you do babies?,"Does not invent a paediatric policy or vaccination schedule, and escalates or offers to check rather than confirming.",appointment type: vaccination; duration minutes: 10; specialty: general practice; paediatric policy known: no,get_practical_info,"{""wheelchair_access"": ""step-free entrance, accessible toilet on the ground floor"", ""parking"": ""no on-site parking; public garage two streets away on Kastanienallee"", ""nearest_transport"": ""Eberswalder Strasse U-Bahn, about five minutes on foot"", ""walk_in_polic…","Thank you for your question. I can't give clinical advice myself, but yes, we do schedule vaccinations for babies. May I ask which day would be best for your son's vaccination appointment? I’ll check our available times for you. If you have any medical questions about your son's vaccinations, a doctor will discuss them with you at the appointment.",GROUNDED,,GROUNDED,,GROUNDED,,"=IF(OR(O82="""",Q82=""""),"""",IF(O82=Q82,""yes"",""DISAGREE""))"
82,HC-58,healthcare,hard,P1_baseline,"Plain prompt. Agent may call a tool or not, as it chooses.",Can I book Dr. Weber for Wednesday morning?,"States Dr. Weber has no Wednesday availability, from a tool call, and offers Dr. Ilhan's real Wednesday slots if suggesting an alternative.","doctor: Dr. Weber; working days: Monday, Tuesday, Thursday; wednesday availability: no; wednesday doctor: Dr. Ilhan; ilhan wednesday slots: 08:20, 09:00",get_doctor_info,"{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}}","Hello, this is Petra from Riverside Practice, returning your call about an appointment. Is now a good time for us to book your appointment with Dr. Weber for Wednesday morning? Could you please let me know the type of appointment you’re looking for (for example, a general checkup, follow-up, skin consultation, or vaccination)? This will help me check Dr. Weber's availability for you.",GROUNDED,,GROUNDED,,GROUNDED,,"=IF(OR(O83="""",Q83=""""),"""",IF(O83=Q83,""yes"",""DISAGREE""))"
83,HC-58,healthcare,hard,P2_cited,Agent must reply in a schema that tags each fact with its source tool.,Can I book Dr. Weber for Wednesday morning?,"States Dr. Weber has no Wednesday availability, from a tool call, and offers Dr. Ilhan's real Wednesday slots if suggesting an alternative.","doctor: Dr. Weber; working days: Monday, Tuesday, Thursday; wednesday availability: no; wednesday doctor: Dr. Ilhan; ilhan wednesday slots: 08:20, 09:00","get_doctor_info, check_availability","{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}} | {""day"": ""Wednesday"", ""appointment_type"": ""general checkup"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""08:20 with Dr. Ilhan"", ""09:00 with Dr. Ilhan""], ""fully_booked"": false}","I checked the schedule for Wednesday morning, and unfortunately there are no available slots with Dr. Weber. The nearest available times on Wednesday morning are 08:20 and 09:00, but these are with Dr. Ilhan. Would you like to book one of these, or would you prefer to look for another day with Dr. Weber?",GROUNDED,,GROUNDED,Checked the numbers against the tool column. All present.,GROUNDED,,"=IF(OR(O84="""",Q84=""""),"""",IF(O84=Q84,""yes"",""DISAGREE""))"
84,HC-58,healthcare,hard,P3_verified,"Agent is forced to call a tool, then re-checks its own draft against the results.",Can I book Dr. Weber for Wednesday morning?,"States Dr. Weber has no Wednesday availability, from a tool call, and offers Dr. Ilhan's real Wednesday slots if suggesting an alternative.","doctor: Dr. Weber; working days: Monday, Tuesday, Thursday; wednesday availability: no; wednesday doctor: Dr. Ilhan; ilhan wednesday slots: 08:20, 09:00","get_doctor_info, check_availability","{""Dr. Weber"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English""]}, ""Dr. Ilhan"": {""specialty"": ""general practice"", ""languages"": [""German"", ""English"", ""Turkish""]}, ""Dr. Fischer"": {""specialty"": ""dermatology"", ""languages"": [""German""]}} | {""day"": ""Wednesday"", ""appointment_type"": ""general checkup"", ""doctors_offering_this"": [""Dr. Weber"", ""Dr. Ilhan""], ""available_slots"": [""08:20 with Dr. Ilhan"", ""09:00 with Dr. Ilhan""], ""fully_booked"": false}","Thank you for your request. On Wednesday morning, the available appointments are with Dr. Ilhan at 08:20 and 09:00. Would you like to book one of these times, or would another day work better for you?",GROUNDED,,GROUNDED,Tool result covers every fact in the reply.,GROUNDED,Figures match the tool output line for line.,"=IF(OR(O85="""",Q85=""""),"""",IF(O85=Q85,""yes"",""DISAGREE""))"
